Syllable,Tone,FullPinyin,Exists,Character(s),Meaning
ren,3,ren3,Yes,,to bear  / to endure  / to tolerate  / to restrain oneself; (literary) ripe grain; ripe; harvest; year  / (literary) very familiar with; well acquainted with; beefsteak plant (Perilla frutescens)  / soft  / weak
ren,4,ren4,Yes,,"to assign  / to appoint  / to take up a post  / office  / responsibility  / to let  / to allow  / to give free rein to  / no matter (how, what etc)  / classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友); to recognize  / to know  / to admit; edge of blade"
reng,1,reng1,Yes,,to throw  / to throw away
reng,2,reng2,Yes,,still; yet  / to remain  / (literary) frequently; often; sound of stonemason&#039;s shovel; blessings
reng,3,reng3,No,,
reng,4,reng4,Yes,,weeds that regrow from cut-down roots
rong,1,rong1,No,,
rong,2,rong2,Yes,,to melt  / to thaw  / to blend  / to merge  / to be in harmony; old variant of 融; velvet  / woolen
rong,3,rong3,Yes,,extraneous  / redundant  / superfluous  / busy schedule; variant of 冗; down or fine hair
rong,4,rong4,No,,
rou,1,rou1,No,,
rou,2,rou2,Yes,,to knead  / to massage  / to rub; soft  / flexible  / supple  / yielding  / rho (Greek letter Ρρ); suede  / chamois  / tannin  / to tan
rou,3,rou3,No,,
rou,4,rou4,Yes,,meat  / flesh  / pulp (of a fruit)  / (coll.) (of a fruit) squashy  / (of a person) flabby  / irresolute  / Kangxi radical 130; old variant of 肉
ru,1,ru1,No,,
ru,2,ru2,Yes,,as  / as if  / such as; rubidium (chemistry); chattering
ru,3,ru3,Yes,,(bound form) breast  / (bound form) milk  / (bound form) newborn; suckling; disgrace  / dishonor  / to insult  / to bring disgrace or humiliation to  / to be indebted to  / self-deprecating  / Taiwan pr. [ru4]; old variant of 汝
ru,4,ru4,Yes,,"to enter; to go into  / to join; to become a member of  / (bound form) to conform to (as in 入時｜入时)  / abbr. for 入聲｜入声  / (on product packaging, after {number n} + {classifier}) containing (n pieces) (from Japanese 入 &quot;iri&quot;); damp  / muggy; damp  / boggy  / marshy"
ruan,1,ruan1,No,,
ruan,2,ruan2,Yes,,to rub between the hands; adjoin; land on water edge or under wall
ruan,3,ruan3,Yes,,soft  / flexible; variant of 軟｜软; surname Ruan  / small state during the Shang Dynasty (1600-1046 BC) located in the southeast of present-day Gansu Province
ruan,4,ruan4,No,,
rui,1,rui1,No,,
rui,2,rui2,Yes,,fringe  / overladen with flowers; strings of cap
rui,3,rui3,Yes,,stamen  / pistil; variant of 蕊; variant of 蕊
rui,4,rui4,Yes,,lucky  / auspicious  / propitious  / rayl (acoustical unit); acute; astute  / perspicacious  / farsighted
run,1,run1,No,,
run,2,run2,Yes,,ox; twitch (muscle or eyelid)
run,3,run3,No,,
run,4,run4,Yes,,moist; glossy; sleek  / to moisten; to lubricate  / to embellish; to enhance  / profit; remuneration  / (neologism c. 2021) (slang) (loanword from &quot;run&quot;) to emigrate (in order to flee adverse conditions); intercalary  / an extra day or month inserted into the lunar or solar calendar (such as February 29)
ruo,1,ruo1,No,,
ruo,2,ruo2,Yes,,to rub  / to crumple; to rub  / to crumple  / Taiwan pr. [nuo2]
ruo,3,ruo3,No,,
ruo,4,ruo4,Yes,,weak; feeble  / young  / inferior; not as good as  / (following a decimal or fraction) slightly less than; to seem  / like  / as  / if; place name
sa,1,sa1,Yes,,to let go  / to cast  / to let loose  / to discharge  / to give expression to  / (coll.) to pee; three (colloquial equivalent of 三個｜三个); used in 摩挲
sa,2,sa2,No,,
sa,3,sa3,Yes,,to sprinkle  / to spray  / to spill  / to shed; to scatter  / to sprinkle  / to spill; name of a river in Hebei Province
sa,4,sa4,Yes,,surname Sa; used in 菩薩｜菩萨  / used in transliteration; thirty
sai,1,sai1,Yes,,to plug; to stop up; to stuff in  / (bound form) a stopper; a cork; used in transliteration; cheek
sai,2,sai2,No,,
sai,3,sai3,No,,
sai,4,sai4,Yes,,"to compete  / competition  / match  / to surpass  / better than  / superior to  / to excel; small, minute  / lacking sincerity; (bound form) strategic stronghold"
san,1,san1,Yes,,three  / 3; surname San; three (banker&#039;s anti-fraud numeral)
san,2,san2,No,,
san,3,san3,Yes,,umbrella  / parasol  / CL: 把; damask silk  / variant of 傘｜伞; scattered  / loose  / to come loose  / to fall apart  / leisurely  / powdered medicine
san,4,san4,Yes,,to scatter  / to break up (a meeting etc)  / to disperse  / to disseminate  / to dispel  / (coll.) to sack; variant of 散; to disperse water
sang,1,sang1,Yes,,surname Sang; (bound form) mulberry tree; mourning  / funeral  / (old) corpse
sang,2,sang2,No,,
sang,3,sang3,Yes,,throat  / voice; (literary) forehead; stone plinth
sang,4,sang4,Yes,,"to lose sth abstract but important (courage, authority, one&#039;s life etc)  / to be bereaved of (one&#039;s spouse etc)  / to die  / disappointed  / discouraged"
sao,1,sao1,Yes,,(bound form) to disturb; to disrupt  / flirty; coquettish  / abbr. for 離騷｜离骚  / (literary) literary writings; poetry  / foul-smelling (variant of 臊)  / (dialect) (of certain domestic animals) male; agitated; to scratch  / old variant of 騷｜骚
sao,2,sao2,No,,
sao,3,sao3,Yes,,to sweep (with a brush or broom)  / to sweep away; to wipe out; to get rid of  / to sweep (one&#039;s eyes etc) over; to scan; (bound form) older brother&#039;s wife; sister-in-law
sao,4,sao4,Yes,,(bound form) a (large) broom; used in 髝髞; dike  / old variant of 掃｜扫
se,1,se1,No,,
se,2,se2,No,,
se,3,se3,No,,
se,4,se4,Yes,,color  / CL: 種｜种 / look  / appearance  / sex; astringent  / tart  / acerbity  / unsmooth  / rough (surface)  / hard to understand  / obscure; old variant of 澀｜涩
sen,1,sen1,Yes,,Mori (Japanese surname); (bound form) densely wooded  / (fig.) (bound form) multitudinous; gloomy; forbidding; lush growth (trees)  / fishing using bundled wood (archaic)
sen,2,sen2,No,,
sen,3,sen3,No,,
sen,4,sen4,No,,
seng,1,seng1,Yes,,(bound form) Buddhist monk (abbr. for 僧伽); short hair  / unkempt
seng,2,seng2,No,,
seng,3,seng3,No,,
seng,4,seng4,No,,
sha,1,sha1,Yes,,to kill; to slay; to murder; to attack  / to weaken; to reduce  / (dialect) to smart  / (used after a verb) extremely; cotton yarn  / muslin; surname Sha
sha,2,sha2,Yes,,old variant of 啥; dialectal equivalent of 什麼｜什么  / also pr. [sha4]
sha,3,sha3,Yes,,foolish; to speak evil  / gobbling sound made by ducks; variant of 傻
sha,4,sha4,Yes,,(dialect) to sift; to sieve; fiend  / demon  / very  / (Tw) SARS (loanword); hoarse
shai,1,shai1,Yes,,(bound form) a sieve  / to sieve; to sift; to filter  / to eliminate through selection  / to warm a pot of rice wine (over a fire or in hot water)  / to pour (wine or tea)  / (dialect) to strike (a gong); old variant of 篩｜筛
shai,2,shai2,No,,
shai,3,shai3,Yes,,(coll.) color  / used in 色子
shai,4,shai4,Yes,,"(of the sun) to shine on  / to bask in (the sunshine)  / to dry (clothes, grain etc) in the sun  / (fig.) to expose and share (one&#039;s experiences and thoughts) on the Web (loanword from &quot;share&quot;)  / (coll.) to give the cold shoulder to; variant of 曬｜晒"
shan,1,shan1,Yes,,mountain; hill (CL:座)  / (coll.) small bundle of straw for silkworms to spin cocoons on; to fan  / to slap sb on the face; to delete
shan,2,shan2,No,,
shan,3,shan3,Yes,,to dodge  / to duck out of the way  / to beat it  / shaken (by a fall)  / to sprain  / to pull a muscle  / lightning  / spark  / a flash  / to flash (across one&#039;s mind)  / to leave behind  / (Internet slang) (of a display of affection) &quot;dazzlingly&quot; saccharine; surname Shan; abbr. for Shaanxi 陝西｜陕西 province
shan,4,shan4,Yes,,"fan  / sliding, hinged or detachable flat part of sth  / classifier for doors, windows etc; good (virtuous)  / benevolent  / well-disposed  / good at sth  / to improve or perfect; surname Shan"
shang,1,shang1,Yes,,"to injure  / injury  / wound; Shang Dynasty (c. 1600-1046 BC)  / surname Shang; commerce  / merchant  / dealer  / to consult  / 2nd note in pentatonic scale  / quotient (as in 智商, intelligence quotient)"
shang,2,shang2,No,,
shang,3,shang3,Yes,,to bestow (a reward)  / to give (to an inferior)  / to hand down  / a reward (bestowed by a superior)  / to appreciate (beauty); used in 上聲｜上声; part of the day  / midday
shang,4,shang4,Yes,,(bound form) up; upper; above; previous  / first (of multiple parts)  / to climb; to get onto; to go up  / to attend (class or university)  / (directional complement) up  / (noun suffix) on; above; still  / yet  / to value  / to esteem; surname Shang
shao,1,shao1,Yes,,"to burn  / to cook  / to stew  / to bake  / to roast  / to heat  / to boil (tea, water etc)  / fever  / to run a temperature  / (coll.) to let things go to one&#039;s head; somewhat  / a little; to bring sth to sb  / to deliver"
shao,2,shao2,Yes,,"spoon  / ladle  / CL: 把 / abbr. for 公勺, centiliter (unit of volume); Chinese peony  / Paeonia albiflora or lactiflora; surname Shao"
shao,3,shao3,Yes,,few  / less  / to lack  / to be missing  / to stop (doing sth)  / seldom
shao,4,shao4,Yes,,surname Shao; to continue  / to carry on; young
she,1,she1,Yes,,extravagant; to buy or sell on credit  / distant  / long (time)  / to forgive; She ethnic group
she,2,she2,Yes,,snake  / serpent  / CL: 條｜条; variant of 蛇; surname She
she,3,she3,Yes,,to give up; to abandon  / to give alms; old variant of 捨｜舍
she,4,she4,Yes,,to shoot  / to launch  / to allude to  / radio- (chemistry); (bound form) society; organization; agency  / (old) god of the land; old variant of 射
shei,1,shei1,No,,
shei,2,shei2,Yes,,who  / also pr. [shui2]
shei,3,shei3,No,,
shei,4,shei4,No,,
shen,1,shen1,Yes,,deep (lit. and fig.); old variant of 深; to stretch  / to extend
shen,2,shen2,Yes,,god; deity  / supernatural; magical; mysterious  / spirit; mind; energy  / lively; expressive  / look; expression  / (coll.) awesome; amazing; God; what
shen,3,shen3,Yes,,to examine  / to investigate  / carefully  / to try (in court); surname Shen; short name for 瀋陽｜沈阳
shen,4,shen4,Yes,,kidney; to seep  / to ooze  / to horrify; sacrificial meat (raw)
sheng,1,sheng1,Yes,,to be born  / to give birth  / life  / to grow  / raw  / uncooked  / student; to ascend; to rise  / to promote; to elevate  / liter  / unit of dry measure for grain (= one liter or one-tenth dou 斗); to ascend; to rise (variant of 升)  / to promote; to elevate (variant of 升)
sheng,2,sheng2,Yes,,name of a river in Shandong; Japanese variant of 繩｜绳; rope  / CL: 根
sheng,3,sheng3,Yes,,to save; to economize; to be frugal  / to omit; to delete; to leave out  / province  / provincial capital  / a ministry (of the Japanese government); cataract of the eye  / error; variant of 省  / tight-lipped  / to examine  / to watch  / to scour (esp. Cantonese)
sheng,4,sheng4,Yes,,victory  / success  / to beat  / to defeat  / to surpass  / victorious  / superior to  / to get the better of  / better than  / surpassing  / superb (of vista)  / beautiful (scenery)  / wonderful (view)  / (Taiwan pr. [sheng1]) able to bear  / equal to (a task); to remain  / to be left  / to have as remainder; variant of 剩
shou,1,shou1,Yes,,to receive  / to accept  / to collect  / to put away  / to restrain  / to stop  / in care of (used on address line after name); variant of 收
shou,2,shou2,No,,
shou,3,shou3,Yes,,"hand  / (formal) to hold  / person engaged in certain types of work  / person skilled in certain types of work  / personal(ly)  / convenient  / classifier for skill  / CL: 雙｜双, 隻｜只; head  / chief  / first (occasion, thing etc)  / classifier for poems, songs etc; to guard  / to defend  / to keep watch  / to abide by the law  / to observe (rules or ritual)  / nearby  / adjoining"
shou,4,shou4,Yes,,to receive  / to accept  / to suffer  / subjected to  / to bear  / to stand  / pleasant  / (passive marker)  / (LGBT) bottom; thin  / to lose weight  / (of clothing) tight  / (of meat) lean  / (of land) unproductive; beast  / animal  / beastly  / bestial
shu,1,shu1,Yes,,"book  / letter  / document  / CL: 本, 冊｜册, 部 / to write; to lose; to be beaten  / (bound form) to transport  / (literary) to donate; to contribute  / (coll.) to enter (a password); to comb  / (bound form) a comb"
shu,2,shu2,Yes,,ripe; mature  / thoroughly cooked; done  / familiar; acquainted  / experienced; skilled  / (of sleep etc) deep; profound  / also pr. [shou2]; to redeem  / to ransom; private school
shu,3,shu3,Yes,,to count  / to count as; to regard as  / to enumerate; to list; category  / genus (taxonomy)  / family members  / dependents  / to belong to  / subordinate to  / affiliated with  / be born in the year of (one of the 12 animals)  / to be  / to prove to be  / to constitute; (bound form) rat; mouse
shu,4,shu4,Yes,,"tree  / CL: 棵 / to cultivate  / to set up; to bind  / bunch  / bundle  / classifier for bunches, bundles, beams of light etc  / to control; to erect  / vertical  / vertical stroke (in Chinese characters)"
shua,1,shua1,Yes,,"a brush  / to paint; to daub  / to brush; to scrub  / (fig.) to remove; to eliminate (from a contest); to fire (from a job)  / (onom.) swish; rustle  / to swipe (a card)  / to scroll on (a phone)  / (gaming) to grind; to farm (for experience points, equipment, levels etc); (onom.) swishing  / rustling"
shua,2,shua2,No,,
shua,3,shua3,Yes,,"to play with  / to wield  / to act (cool etc)  / to display (a skill, one&#039;s temper etc); surname Shua"
shua,4,shua4,Yes,,to select
shuai,1,shuai1,Yes,,to throw down  / to fall  / to drop and break; (bound form) to decay; to decline; to wane
shuai,2,shuai2,No,,
shuai,3,shuai3,Yes,,to throw  / to fling  / to swing  / to leave behind  / to throw off  / to dump (sb)
shuai,4,shuai4,Yes,,"(bound form) commander-in-chief  / (bound form) to lead; to command  / handsome; graceful; dashing; elegant  / (coll.) cool!; sweet!  / (Chinese chess) general (on the red side, equivalent to a king in Western chess); to lead  / to command  / rash  / hasty  / frank  / straightforward  / generally  / usually; surname Shuai"
shuan,1,shuan1,Yes,,to tie up; bottle stopper  / plug  / (gun) bolt  / (grenade) pin; bolt  / latch  / to bolt  / to latch
shuan,2,shuan2,No,,
shuan,3,shuan3,No,,
shuan,4,shuan4,Yes,,to rinse  / to trick  / to fool sb  / to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table)
shuang,1,shuang1,Yes,,two  / double  / pair  / both  / even (number); variant of 雙｜双; frost  / white powder or cream spread over a surface  / frosting  / (skin) cream
shuang,2,shuang2,No,,
shuang,3,shuang3,Yes,,bright  / clear  / crisp  / open  / frank  / straightforward  / to feel well  / fine  / pleasurable  / invigorating  / to deviate; (literary) elevated sunlit ground
shuang,4,shuang4,No,,
shui,1,shui1,No,,
shui,2,shui2,No,,
shui,3,shui3,Yes,,"water  / (after a name) ... River  / to swim (used mostly in 會水｜会水 and 水性)  / (coll.) lacking in substance; shoddy  / (bound form) additional cost; extra income  / classifier for washings of a garment; surname Shui; &quot;water&quot; radical in Chinese characters (Kangxi radical 85), occurring in 沒｜没, 法, 流 etc  / see also 三點水｜三点水"
shui,4,shui4,Yes,,to sleep  / to lie down; taxes  / duties; to persuade
shun,1,shun1,No,,
shun,2,shun2,No,,
shun,3,shun3,Yes,,"to suck; strike, hit with hand  / tap; draw forth  / horizontal railing"
shun,4,shun4,Yes,,"to obey  / to follow  / to arrange  / to make reasonable  / along  / favorable; Shun (c. 23rd century BC), mythical sage and leader; Hibiscus syriacus"
shuo,1,shuo1,Yes,,to speak; to talk; to say  / to explain; to comment  / to scold; to tell off  / (bound form) theory; doctrine; variant of 說｜说
shuo,2,shuo2,No,,
shuo,3,shuo3,No,,
shuo,4,shuo4,Yes,,(literary) frequently; repeatedly; beginning  / first day of lunar month  / north; bright  / luminous
song,1,song1,Yes,,"pine  / CL: 棵; loose  / to loosen  / to relax  / floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling); surname Song"
song,2,song2,Yes,,variant of 㞞｜𪨊; (coll.) semen  / (coll.) weak and incompetent
song,3,song3,Yes,,frightened; used in 慫恿｜怂恿  / (literary) terrified; to excite  / to raise up  / to shrug  / high  / lofty  / towering
song,4,song4,Yes,,to send; to deliver; to transmit  / to give (as a present)  / to see (sb) off  / to accompany; to go along with; surname Song  / the Song dynasty (960-1279)  / Song of the Southern Dynasties (420-479) 南朝宋; ode  / eulogy  / to praise in writing  / to wish (in letters)
sou,1,sou1,Yes,,(bound form) to collect; to gather; to search  / variant of 蒐｜搜; classifier for ships  / Taiwan pr. [sao1]
sou,2,sou2,No,,
sou,3,sou3,Yes,,to urge on  / incite; marsh  / gathering place; old gentleman  / old man
sou,4,sou4,Yes,,(bound form) to cough; (dialect) to stoke the embers (to revive a fire)  / Taiwan pr. [sou3]
su,1,su1,Yes,,flaky pastry  / crunchy  / limp  / soft  / silky; archaic variant of 蘇｜苏  / to revive; used in 嚕囌｜噜苏
su,2,su2,Yes,,custom  / convention  / popular  / common  / coarse  / vulgar  / secular; old variant of 俗
su,3,su3,No,,
su,4,su4,Yes,,"raw silk  / white  / plain, unadorned  / vegetarian (food)  / essence  / nature  / element  / constituent  / usually  / always  / ever; to complain  / to sue  / to tell; surname Su"
suan,1,suan1,Yes,,sour  / tart  / sick at heart  / grieved  / sore  / aching  / pedantic  / impractical  / to make sarcastic remarks about sb  / an acid; (mythical animal); variant of 酸  / to ache  / to be sore
suan,2,suan2,No,,
suan,3,suan3,Yes,,bamboo utensil used for washing rice in ancient times  / bamboo container for a hat used in the capping ceremony 冠禮｜冠礼 in ancient times; ancient bamboo basket for food  / variant of 匴  / bamboo container for hats
suan,4,suan4,Yes,,"to regard as  / to figure  / to calculate  / to compute; garlic  / CL: 頭｜头, 瓣; to regard as  / to figure"
sui,1,sui1,Yes,,although  / even though; name of a river; surname Sui
sui,2,sui2,Yes,,to follow  / to comply with  / varying according to...  / to allow  / subsequently; surname Sui; used in 半身不遂  / Taiwan pr. [sui4]
sui,3,sui3,Yes,,(bound form) bone marrow; (fig.) innermost part  / (botany) pith; variant of 髓; slippery
sui,4,sui4,Yes,,"classifier for years (of age)  / year  / year (of crop harvests); variant of 歲｜岁, year  / years old; (transitive or intransitive) to break into pieces; to shatter; to crumble  / broken; fragmentary; scattered  / garrulous"
sun,1,sun1,Yes,,fragrant grass; surname Sun; grandson  / descendant
sun,2,sun2,No,,
sun,3,sun3,Yes,,to decrease; to lose  / to damage; to harm  / (coll.) to ridicule; to deride  / (coll.) caustic; sarcastic; nasty; mean  / one of the 64 hexagrams of the Book of Changes: ䷨; bamboo shoot; falcon  / Taiwan pr. [zhun3]
sun,4,sun4,No,,
suo,1,suo1,Yes,,to withdraw  / to pull back  / to contract  / to shrink  / to reduce  / abbreviation  / also pr. [su4]; (textiles) shuttle; rain coat made of straw etc
suo,2,suo2,No,,
suo,3,suo3,Yes,,"actually  / place  / classifier for houses, small buildings, institutions etc  / that which  / particle introducing a relative clause or passive  / CL: 個｜个; to lock; to lock up  / a lock (CL:把); old variant of 鎖｜锁"
suo,4,suo4,No,,
ta,1,ta1,Yes,,"(third-person singular) (since the early 20th century, usu. male) he; him; his  / (bound form) other; another; some other (as in 他日 and 他人); she; it"
ta,2,ta2,No,,
ta,3,ta3,Yes,,"pagoda (abbr. of 塔婆, a loanword from Sanskrit stūpa); tower; pylon (CL:座)  / (loanword) (pastry) tart; old variant of 塔; otter  / Taiwan pr. [ta4]"
ta,4,ta4,Yes,,to tread  / to stamp  / to step on  / to press a pedal  / to investigate on the spot; to make a rubbing (e.g. of an inscription); (bound form) to whip; to flog  / (loanword) (pastry) tart (colloquial pr. [ta3])
tai,1,tai1,Yes,,fetus  / classifier for litters (of puppies etc)  / padding (in clothing or bedding)  / womb carrying a fetus  / (fig.) origin  / source  / (loanword) tire; used in place names; used in 舌苔
tai,2,tai2,Yes,,desk; table; counter; platform  / stage  / terrace  / stand  / support  / station  / broadcasting station  / classifier for vehicles or machines; typhoon
tai,3,tai3,Yes,,(dialect) non-local in one&#039;s speaking accent
tai,4,tai4,Yes,,highest  / greatest  / too (much)  / very  / extremely; (bound form)  / appearance  / shape  / form  / state  / attitude  / (grammar) voice; Mt Tai 泰山 in Shandong  / abbr. for Thailand
tan,1,tan1,Yes,,to have a voracious desire for  / to covet  / greedy  / corrupt; to spread out  / vendor&#039;s stand; paralyzed
tan,2,tan2,Yes,,to speak  / to talk  / to converse  / to chat  / to discuss; to pluck (a string)  / to play (a string instrument)  / to spring or leap  / to shoot (e.g. with a catapult)  / (of cotton) to fluff or tease  / to flick  / to flip  / to accuse  / to impeach  / elastic (of materials); phlegm  / spittle
tan,3,tan3,Yes,,flat  / open-hearted  / level  / smooth; blanket  / rug; tantalum (chemistry)
tan,4,tan4,Yes,,carbon (chemistry); to explore  / to search out  / to scout  / to visit  / to stretch forward; wood charcoal  / coal
tang,1,tang1,Yes,,soup  / hot or boiling water  / decoction of medicinal herbs  / water in which sth has been boiled; to wade  / to trample  / to turn the soil; noise of drums
tang,2,tang2,Yes,,"sugar  / sweets  / candy  / CL: 顆｜颗, 塊｜块; old variant of 糖; (main) hall  / large room for a specific purpose  / CL: 間｜间 / relationship between cousins etc on the paternal side of a family  / of the same clan  / classifier for classes, lectures etc  / classifier for sets of furniture"
tang,3,tang3,Yes,,to recline  / to lie down; to drip  / to trickle  / to shed (tears); if; supposing; in case
tang,4,tang4,Yes,,"classifier for times, round trips or rows  / a time  / a trip; to scald  / to burn (by scalding)  / to blanch (cooking)  / to heat (sth) up in hot water  / to perm  / to iron  / scalding hot; variant of 燙｜烫  / variant of 趟"
tao,1,tao1,Yes,,to fish out (from pocket)  / to scoop; variant of 掏; braid  / cord  / sash
tao,2,tao2,Yes,,"peach; to escape  / to run away  / to flee; to wash (rice, sand etc in water to remove impurities)  / to dredge; to scoop out (sediment or waste)  / (dialect) to hunt for and buy (bargains or second-hand goods)  / (dialect) naughty; mischievous"
tao,3,tao3,Yes,,to invite  / to provoke  / to demand or ask for  / to send armed forces to suppress  / to denounce or condemn  / to marry (a woman)  / to discuss or study
tao,4,tao4,Yes,,"to cover  / to encase  / cover  / sheath  / to overlap  / to interleave  / to model after  / to copy  / formula  / harness  / loop of rope  / (fig.) to fish for  / to obtain slyly  / classifier for sets, collections  / bend (of a river or mountain range, in place names)  / tau (Greek letter Ττ)"
te,1,te1,No,,
te,2,te2,No,,
te,3,te3,No,,
te,4,te4,Yes,,"special  / unique  / distinguished  / especially  / unusual  / very  / abbr. for 特克斯, tex; to err  / to change; used in 忐忑"
teng,1,teng1,Yes,,to heat up (cooked food) by baking or steaming  / Taiwan pr. [tong1]; (onom.) the thump of a big drum
teng,2,teng2,Yes,,(it) hurts; sore  / to love dearly; (bound form) to gallop; to prance  / (bound form) to soar; to hover  / to make room; to clear out; to vacate  / (verb suffix indicating repeated action); vassal state of Zhou in Shandong  / Teng County in Shandong  / surname Teng
teng,3,teng3,No,,
teng,4,teng4,No,,
ti,1,ti1,Yes,,to kick  / to play (e.g. soccer)  / (slang) butch (in a lesbian relationship); used in 體己｜体己  / Taiwan pr. [ti3]; (bound form) ladder; stairs
ti,2,ti2,Yes,,"to carry (hanging down from the hand)  / to lift  / to put forward  / to mention  / to raise (an issue)  / upwards character stroke  / lifting brush stroke (in painting)  / scoop for measuring liquid; topic  / problem for discussion  / exam question  / subject  / to inscribe  / to mention  / CL: 個｜个, 道; surname Ti"
ti,3,ti3,Yes,,body  / form  / style  / system  / substance  / to experience  / aspect (linguistics); old variant of 體｜体; variant of 體｜体
ti,4,ti4,Yes,,to substitute for  / to take the place of  / to replace  / for  / on behalf of  / to stand in for; to shave; shave  / to weed
tian,1,tian1,Yes,,day  / sky  / heaven; to add; to increase; to replenish; used in 黇鹿
tian,2,tian2,Yes,,sweet; to fill or stuff  / (of a form etc) to fill in; field  / farm  / CL: 片
tian,3,tian3,Yes,,to lick  / to lap; to shame; to exterminate
tian,4,tian4,Yes,,"(literary) jade pendants attached to an official hat and hanging beside each ear, symbolizing refusal to listen to malicious talk  / (literary) to fill up; to smooth (a brush) against the inkstone (after dipping it in ink)"
tiao,1,tiao1,Yes,,to carry on a shoulder pole  / to choose  / to pick  / to nitpick; frivolous; ancestral hall
tiao,2,tiao2,Yes,,"strip  / item  / article  / clause (of law or treaty)  / classifier for long thin things (ribbon, river, road, trousers etc); to harmonize  / to reconcile  / to blend  / to suit well  / to adjust  / to regulate  / to season (food)  / to provoke  / to incite; reed grass  / Chinese trumpet vine (Campsis grandiflora) (old)"
tiao,3,tiao3,Yes,,"to raise  / to dig up  / to poke  / to prick  / to incite  / to stir up; (literary) the appearance of the moon in the west at the end of a lunar month; quiet and secluded  / gentle, graceful, and elegant"
tiao,4,tiao4,Yes,,to jump  / to hop  / to skip over  / to bounce  / to palpitate; to gaze into the distance; to sell (grain)
tie,1,tie1,Yes,,to stick  / to paste  / to post (e.g. on a blog)  / to keep close to  / to fit snugly  / to subsidize  / allowance (e.g. money for food or housing)  / sticker  / classifier for sticking plaster: strip; terpene (chemistry); fitting snugly  / appropriate  / suitable  / variant of 貼｜贴  / to paste  / to obey
tie,2,tie2,No,,
tie,3,tie3,Yes,,iron (metal)  / arms  / weapons  / hard  / strong  / violent  / unshakeable  / determined  / close  / tight (slang); surname Tie; invitation card  / notice
tie,4,tie4,Yes,,rubbing from incised inscription; to mutter  / to talk indistinctly; (literary) greedy; gluttonous
ting,1,ting1,No,,
ting,2,ting2,Yes,,to stop  / to halt  / to park (a car); pavilion  / booth  / kiosk  / erect; graceful
ting,3,ting3,Yes,,straight  / erect  / to stick out (a part of the body)  / to (physically) straighten up  / to support  / to withstand  / outstanding  / (coll.) quite  / very  / classifier for machine guns; vessel  / small ship; scepter
ting,4,ting4,No,,
tong,1,tong1,Yes,,"to go through  / to know well  / (suffix) expert  / to connect  / to communicate  / open  / to clear  / classifier for letters, telegrams, phone calls etc; Aralia papyrifera; (onom.) thump  / thud"
tong,2,tong2,Yes,,like  / same  / similar  / together  / alike  / with; copper (chemistry)  / see also 紅銅｜红铜  / CL: 塊｜块; surname Tong
tong,3,tong3,Yes,,"bucket  / (trash) can  / barrel (of oil etc)  / CL: 個｜个, 隻｜只; tube  / cylinder  / to encase in sth cylindrical (such as hands in sleeves etc); to poke; to jab  / to give (sb) a nudge; to prod  / to disclose; to reveal"
tong,4,tong4,Yes,,ache  / pain  / sorrow  / deeply  / thoroughly; used in 胡同; used in 衚衕｜胡同
tou,1,tou1,Yes,,to steal  / to pilfer  / to snatch  / thief  / stealthily; improper  / irregular; variant of 偷
tou,2,tou2,Yes,,"head  / hair style  / the top  / end  / beginning or end  / a stub  / remnant  / chief  / boss  / side  / aspect  / first  / leading  / classifier for pigs or livestock  / CL: 個｜个; to throw (sth in a specific direction: ball, javelin, grenade etc)  / to cast (a ballot)  / to cast (a glance, a shadow etc)  / to put in (money for investment, a coin to operate a slot machine)  / to send (a letter, a manuscript etc)  / to throw oneself into (a river, a well etc to commit suicide)  / to go to; to seek refuge; to place oneself into the hands of  / (coll.) to rinse (clothes) in water; dice"
tou,3,tou3,Yes,,surname Tou; a wine flagon; yellow (archaic)
tou,4,tou4,Yes,,(bound form) to penetrate; to seep through  / to tell secretly; to leak  / thoroughly; through and through  / to appear; to show
tu,1,tu1,Yes,,to stick out; protruding; convex; male (connector etc)  / Taiwan pr. [tu2]; bald (lacking hair or feathers)  / barren; bare; denuded  / blunt (lacking a point)  / (of a piece of writing) unsatisfactory; lacking something; to dash  / to move forward quickly  / to bulge  / to protrude  / to break through  / to rush out  / sudden  / Taiwan pr. [tu2]
tu,2,tu2,Yes,,diagram  / picture  / drawing  / chart  / map  / CL: 張｜张 / to plan  / to scheme  / to attempt  / to pursue  / to seek; to apply (paint etc)  / to smear  / to daub  / to blot out  / to scribble  / to scrawl  / (literary) mud  / street; variant of 途
tu,3,tu3,Yes,,"earth  / dust  / clay  / local  / indigenous  / crude opium  / unsophisticated  / one of the eight categories of ancient musical instruments 八音; to spit  / to send out (silk from a silkworm, bolls from cotton flowers etc)  / to say  / to pour out (one&#039;s grievances); Tu (ethnic group)  / surname Tu"
tu,4,tu4,Yes,,rabbit; variant of 兔; to vomit  / to throw up
tuan,1,tuan1,Yes,,to rush (of water); (literary) (of a fire) lively  / blazing; contraction of the three characters of 圖書館｜图书馆  / library
